"","text"
"783","presiden jokowi dikagumi masyarakat karena beliau sosok sederhana dan berprestasi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"784","mantab pak jokowi terbukti bekerja bukan cuma janji apalagi di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"785","ayo kita dukung kebijakan presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"786","kerja nyata presiden jokowi dalam membangun infrastruktur di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"787","bapak jokowi sudah selalu dihati warga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"788","pembangunan infrastruktur di era pak jokowi terbukti dan bukan janji terbukti di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"789","masyarakat sangat bangga dengan pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"790","nirmala jokowi relawan buzzerrp kali"
"791","kisahrumit ferdyferandi jokowi mohmahfudmd listyosigitp jangan termakan berita hoax kak aku sudah mencantumkan isi beritanya di gambar tapi kok masih gak ngerti nih aku kasih lagi ya biar lebih paham indonesiadaruratmembaca "
"792","kakekhalal anies adlh contoh pemimpin yg rendah hati amp mau melakukan kebaikan utk berbagi kebahagiaan aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah"
"793","andisinulingga jokowi apalagi yg ini ngimpiiiii "
"794","hukumdan ya rezim jokowi kan suka koreng anda jorok ga memang di rezim jokowi itu sangat jorok "
"795","dwiirawansanto dgn kata lain jokowi kena mental ya mereka memilih anies jokowga ada harganya di mata mereka "
"796","nganjukboys mas jokowi diomongin nih mas"
"797","maryshelparaiso itu semua berkat kinerja pak jokowi yang sangat baik masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"798","chusnulch jokowi kerjaannya pencitraan kumpul ribuan orang untuk kampanye mendukung boneka oligarki baruhabisin uang milyar undang peserta dgn alasan doa istigosha dikasih makan transport dan uang ribu bicara klo rambut putih dan kerutan diwajah pemimpin yg sibuk urus rakyat cebong"
"799","detikcom jokowi dijebak relawan kol bisa wkwkw gimana ceritanya kalo dijebak ama intelijen asing tuh "
"800","apa ini banyak kerutan yg di maksut pak jokowi  "
"801","ridwandasitisar jokowi hati keadaan makin tambah susah"
"802","jokowi ke cianjur melihat kondisi pasca gempa jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"803","hengweeyirs mantap gabung jokowi indonesia maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"804","restycayah niluhdjelantik jokowi cie dipanggil sayang wkwkwkwkwk"
"805","hukumdan hahahaha kemaren bilangnya ahok politik identitas sekarang pak jokowi besok siapa lagi y"
"806","mdyasmara elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"807","berhasil dan sukses kalau ditangani pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"808","imrannah ssssenoooo xhinjinakano siaranbolalive dulu acara pas udah selesai rapi bersihkemarin muktamar muhammadiyah di solo sama pas udah selesai rapi bersihini acara di gbk relawan jokowi capur capur didominasi orang ormas ijo"
"809","kawananraja jokowi kompolnasri mana kapolri knp tidak di copot kapolres nya hadeh masa polisi jiper sm ormas"
"810","bachrumachmadi bangga dong jokowi always the best"
"811","wedhee teddgus aniesbaswedan gua gak pernah hujat jokowi nyet mana ada tweetan gua hujat jokowi atau ganjar gua fokus sma anies doang tuh"
"812","cnnindonesia ya di rezim jokowi sangatlah jorok membawa koreng di badan jokowi nih "
"813","gerakan nusantara bersatu dibawah jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"814","drevachaniago elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"815","itsurboihyl mastr alifiqra tifsembiring jokowi gini lohh orang sok pintar pemerintah punya kuasa represif buat tangkep demo turunin presiden dan itu dilakuin suharto kalo elu udah lahir pasti tau dgn alasan makar kalo yg minta periode rakyat harus ditakutin uu"
"816","kian dielukan jadi next jokowi barisan loyalis anies baswedan disorot tajam terbukti mereka itu "
"817","niluhdjelantik tuh sampah nasi kotak di gbk berserakan dan itu nasi buat relawan jokowi kasian sekali"
"818","tifsembiring yang melawan konstitusi demo teriak teriak jokowi mundur"
"819","muhammademha bukan relawan relawannya cuma seupilyg banyak peserta mrasa dibohongi diajak acara pengajian tp ternyata tdk ada pengajian kecewanya peserta acara relawan jokowi di gbk katanya mau shalawat qubro ternyata enggak ada ibu pengajian merasa dibohongi "
"820","mestinya belajar kepada peserta aksi dan fans jepang di pildun qatar jokowi dennysiregar gunromli miduk "
"821","soal agenda nusantara bersatu hasto anggap elite sukarelawan manfaatkan kebaikan jokowi hasto "
"822","ampasstt iskandarv vivacoid hahaiiiii yg goblok aku tau kamu kalau di teruskan bukan hasil jokowi kalau di teruskan jokowi yg goblok kamu bilang pumtar pangkat kamu apa siapa yg goblok kamu atau jokowi kalau peresiden di anghap goblok mbahmu jadi kuli panggul kamu anggap punter gitu hahaiiiii ngaca oi"
"823","heboh netizen protes gelora bung karno di gunakan relawan jokowi "
"824","hasbillbs harusnya mahkamah partai yg bicara bukan sekjen partai di duga unsur kader partai terlibat di dalam pengerahan relawan ke gbk yg juga sekaligus petugas presiden berani kaga panggil jokowi playing victim kalau kaga berani"
"825","pengerahan masa bayaran hasil pulang setelah kena pajak dan tiket masuk gbk disunat juga jatah bayaran mereka jokowi memalukan yg kemarin satu orang dapat seratus ribu itu sepertinya yg diperlihatkan lembar ribuan berarti cuma ribu betul dipotong disunat "
"826","ervinepin coba hubungin bobrayz di cek apakah sampean calon presiden yg di bilang bpk jokowi"
"827","rantajawi maryshelparaiso kebijakan presiden jokowi kami bangga dengan pak dhe jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"828","rickyne satriohendri antaranews betul pa jokowi sdh datang ke cianjur tapi bkn berarti sdh selesai derita masyarakat cianjur apakah tdk bisa menahan diri sebulan gitu untuk membuat atau menghadiri acara yg sipatnya pesta"
"829","yothok kasihan prabowo kena prank jokowi "
"830","kangl kadrun itudak ada relawan jokowi logikanya jokowi tidak nyapressa sudah presiden periode tar lg pak de statement akan istirahat disolotidak masuk akaldrunnpolitik busuk ni namanya"
"831","ekowboy elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"832","pizzastrwbery jokowi kl pendukung beneran jelas itu bukan kritik tapi ke bodohan udah ber kali pakde bicara ngak mau untuk periodemasak bisa ngak tau"
"833","koperasi itu dari anggota oleh anggota dan untuk anggota jangan sampai dilemahkan apalagi bisa sampai dimatikan tolakojkdikoperasi jokowi kemenkopukm kemenkeuri dprri "
"834","jokowi pak itu orang udah pada dewasa pak gak usah diajarin milih presiden itu hak dan keputusan mereka masing"
"835","msaiddidu sebenarnya jokowi ga ambisi periode tapi ketakutan klo dia turun pdip dan pendukungnya akan punah"
"836","helmifelis jokowi banyak duwit dong lalu duwit kamu ya "
"837","mantap jokowi disuntik booster kedua dengan vaksin indovac produksi dalam negeri jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"838","andisinulingga jokowi dia tidak membicarakan apa yg dia tidak punya kompetensi"
"839","bangga presiden jokowi berpengaruh di kancah internasional jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"840","totopethul nusantaraone trnyata direzim jokowi sangat jorok bgt nih "
"841","lsasahi akangpendi angedespoir tvonenews pdahal jokowi mau purna tugas tapi sebab punya anak mantu menjabat jadi mau nambah periode ga jadi jadi mau mewariskan jabatan ini sdh main massa tinggal jokowi datang ke mega suruh tanda tangan keinginannya beres ga usah buang duit"
"842","setuju apa yang sudah dilakukan semoga nantinya diteruskan dengan baik amp benar semangat untuk indonesia lebih maju nusantarabersatu gbk jokowi arsjadrasjid indonesiamaju "
"843","mantap jokowi peduli dengan guru jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"844","ariefrohman jokowi ganjarpranowo sandiuno kemenparekraf disporaparjtg visitjawatengah dari blora untuk indonesia"
"845","paltiwest berarti jokowi nyuekin rakyat rambutnya msh hitam tuh paltiwest jokowi rambutnya sdh putih semua tp dicat twitzen berarti mikirin rakyatnya pencitraan dunk"
"846","alfkey aksi yg di gbk itu aja juga sangat keterlaluan mengganggu ruang umum demi acara pribadi dan acara tsb berupa acara politik yg sebenernya seorang presiden itu ga boleh bikin acara politik kyk gitu apalagi klo seputar jokowi minta periode inalillahi otak kemana"
"847","restycayah jokowi dennysiregar biarkan si kuning mengambang jang ntar juga nganyut sendiri"
"848","hasto sekjen pdip berpikir negatif kurang mampu melihat sisi positif acara relawan jokowi yang deklarasi manut kepada jokowi "
"849","cinta palsu relawan palsu pendukung palsu awasi terus gerombolan penipu ini terkuak ratusan ribu orang di gbk ternyata bukan relawan jokowi asli tapi ada mobilisasi massa dari daerah "
"850","nusantaraone ternyata rezim jokowi sangat jorok bgt nih "
"851","apresiasi pak jokowi papuayouthcreativehub "
"852","eits kaya pernah ada didemo tapi didalem istana sapaaa yak "
"853","kompascom acara miliar cuma hasil sampah dan nyanyi joget sementara indonesia sdg berduka dg musibah di cianjur banyak korban dan masih banyak yg belum ditemukan ngga ada empatinya mati rasa  "
"854","jokowi indonesia ini penduduknya lebih dari juta klo setengahnya d tipu dan d bohongi gpp laheh"
"855","officialinewstv harus nya ts jokowi prihatin dgn kondisi cianjur yg terkena gempa dan kumpul membantu bhkan saat ini pun msh byk rakyat yg tertimbun nggu pertolongan ehhh ts jokowi bukan nya bantu tapi malah kumpul di gbk bersama buzzerp ahok dan buzzer ganjar ngejar ambisi politik"
"856","sobatanies partaisocmed jokowi g ada angin g ada hujan g ada es krim g ada es teh eh di blokir sama memed "
"857","bentuk apresiasi atas hasil kerja pemerintah di tahun ini kemkominfo mengadakan malam anugerah media humas terkait dengan komunikasi publik perhelatan presidensi g indonesia jokowi platejohnny "
"858","jokowi ga malu pak yg komen kok banyak negatifnya klo relawan sih cuek aja ga mikir pak abis njabat gmna semoga ga ditinggal relawan bapak"
"859","yonzlp jokowi njiih"
"860","oposisicerdas elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"861","papuayouthcreativehub buktikepedilian presiden jokowi kepada masa depan bangsa "
"862","pencerah real bgt kalau ini pak jokowi aja beberapa tahun udah bisa ngurangin utang negarabisa bangun infrastruktur apalagi negara ini habis menghadapi masalah pandemi covid "
"863","rambutnya gk putih hmmm faham sekarang "
"864","wahyswahyudin jokowi astagfirullah nauzubillahiminzalik "
"865","jokowi singgung rambut putih anies langsung pamer tukang cukur langganannya "
"866","kan doi pengen jadi ahh sudahlah "
"867","rantajawi maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"868","widwira khnotodiputro airinairinnz jokowi wagimandeep mdyasmara cling seger gituh chubby "
"869","dvilicious jokowi kompolnasri siap kaka"
"870","ferdyferandi jokowi mohmahfudmd listyosigitp wkwkwkwkdoyan tendane ra doyan tulisane"
"871","berbagi peran drama tah satu mencela satu lagi mendukung satu lagi pura beda lagi kritik keras acara relawan di gbk politikus pdip pak jokowi dijebak "
"872","novitanay bradharizz jokowi lah sampai ke solo juga kok mas "
"873","jokowi maaf pak presiden masih banyak warga yg tidak sadar akan keberagaman indonesia"
"874","geloraco tapi jokowi seneng dan bahagia lo toh dia hadir di acara itu ngasih kisi calon presiden yg mikirin rakyat lagi "
"875","masyarakat apresiasi kinerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"876","awemany dijebak emang protokolnya jokowi kemana"
"877","jokowi semoga sehat sekalu dan dalam lindungan allah swa pak presiden jokowi dan keluarga amin"
"878","tita pak jokowi sudah memberikan contoh jika nantinya gelora bung karno bisa dipakai relawan anies "
"879","sekjen pdip sentil ring satu jokowi soal acara relawan di gbk "
"880","herusnd kbenaranhakiki uyokback jokowi belajar baca dulu sono"
"881","tempodotco jokowi juga terpaksa ngeluarin anggaran untuk relawan yang nggak sedikit"
"882","yaniarsim jokowi padahal prank dusta tuh kan gak malunya parah"
"883","jokowi sampai akhir jaman gue bakal kasih tau ke anak cucu gue kalau di indonesia pernah pemimpin yang sangat buruk yaitu anda "
"884","hoonssite penyebar hoax pak jokowi"
"885","zenoldantijoko ganjarpranowo jokowi takut disidang sama partai nya lagi makanya ganti identitas "
"886","balas jokowi soal pemimpin rambut putih pks banggakan rekam jejak anies "
"887","petercumicumi listyosigitp setkabgoid jokowi mohmahfudmd ridwankamil bimaaryas itulah polisi jiper sm ormas copot kapolres nya kl kapolri berani sy "
"888","wagimandeep anies pemimpin yg tulus amp rendah hati pasti mau melakukan kebaikan sekecil apapun utk berbagi kebahagiaan jokowi ganjarpranowo oposisicerdas geloraco rmolnetworkofc bachrumachmadi sutanmangara geiszchalifah musniumar mdyasmara tatakujiyati ekowboy musniumarr"
"889","mengapa presiden jokowi tak jadi membuka munas kahmi "
"890","wagimandeep jokowi ngomong jg indosampah berarti bukan cuma menghina presiden jokowi tp menghina negara indonesia ini harus di penjara sy gak ada urusan orang benci atau seneng sm pak jokowi tp kalo sdh menghina indonesia itu beda lg"
"891","kalau polri divhumaspolri listyosigitp selamanya ormas mengatasnamakan agama semakin menuhankan diri mereka pak jokowi mohmahfudmd tolong disentil listyosigitp minimal kalau tidak tegas kalau perlu copot "
"892","yoezzar menkeu prastow msaiddidu alisyarief kpkri dprri bpkri ppatk prastow jawab dong diam diam bae konon anggaran sampai milyar loh proposal di ajukan ke bumn parah ini negara hambur hamburkan uang rakyat demi gerilya tiga periode jokowi ini negara model apa uang milyaran cuma hasilkan sampah seperti ini "
"893","detikcom emang memalukan sih acara kek gitu jokowi"
"894",""
"895","restycayah jokowi dennysiregar gak kayaknya biarin jadi bangke jang tuh syiah "
"896","jokowi bahaya pemimpin yg suka bohong pak "
"897","yaniarsim jokowi pemimpin yang rambutnya hitam gk mikirin bagaimana mau mikirin rakyat ngomong aja gk mikir "
"898","demangsinuhun bambang restycayah jokowi buat gw ga ngaruh jokowi mau periode emang kalo dukung jokowi dapat apa justru yg kasihan itu orang seperti bambang km ini mas mau dukung sampai mana pun tetap saja ga ngaruh buat kehidupan nya km mas sama susah "
"899","tanyarlfes sekilas kayak pak jokowi"
"900","coba tuh duit m yg digunakan jokowi buat acara tipu di gbk dibeliin krupuk dan lauk buat fakir miskin kek gini "
"901","kbenaranhakiki kasurrusak uyokback jokowi kaesang orang sukses dia pekerja keras dan usaha tidak membodohi hasil jd motivasi buat kita biar jd sukses kyk dia jgn nyinyir"
"902","tanggapan hasto terkait pernyataan jokowi terhadap pemimpin yang berambutputih "
"903","yang tidak paham urusan kemanusiaan tidak layak jadi pemimpin di tengah duka cianjur relawan anies batalkan acara relawan jokowi pesta di gbk aktivis ini soal kepekaan saja "
"904","olvaholvah jokowi jelas tidak "
"905","widayatiningmmh mihrabku jokowi miris liat nya krn kebencian yg sdh mengakar sdg yg di benci begitu di cintai oleh banyak yg waras akal"
"906","oposisicerdas capresku puanmaharaniri no debat jokowi promoin ganjarpranowo no  puanmaharaniri merdeka"
"907","bobbietrussell maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"908","jeffryiskanda aliansyahsihom loveagever jokowi pada kena tipu tuh nyampah lagi eh itulah kenapa pendukung jokowi kalau gak dungu ya goblok projo gak ikutan wooii "
"909","anam jokowi kiyaimarufamin halimiskandarnu pmdsukosewu mochsaichu reefhid mufliqh mifthulmunir bagusmuhaimins mantap"
"910","terimakasih pak jokowi papuayouthcreativehub di apresiasi "
"911","bozzvanc se sampah otak jokowi"
"912","kompastv langsung tag orangnya jokowi"
"913","program kerja pak jokowi sudah membawa pengaruh besar di berbagai daerah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"914","trinugroho hasbillbs jokowi kalo pimpinannya minus etika demokrasi maka begitu pula lah dg para pengikutnya"
"915","arsjadrasjid jokowi acara unfaedah cuman membuat macet dan menimbun sampah membuat kegiatan orang lain terganggu"
"916","rizalgurouw ada keliatan relawan jokowi projo dilokasi bencana "
"917","micheladaml freedomland jokowi kalau mukanya bekerut itu pertanda penipu kalau rambutnya beruban itu kebanyakan nokep jadi pilihlah presiden yg punya rekan jejak bagus bukan pencitraan thok rakyatlebihcintaanies rakyatlebihcintaanies "
"918","democrazymedia elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"919","aqansa lenterakas tanmarm hahaha bercanda kamu orang lingkaran jokowi aja ngomong hampir m buat acara itu emang dikantongin sendiri tidak dibagibagi "
"920","restycayah kaesangp gibrantweet jokowi divhumaspolri puspentni mohmahfudmd fifacom pssi anak nya pak wali aja ikutan kok gmn sih skalian mo icip suasana jkt kali aja bs loncat ke dki kayak bpk nya"
"921","hispeachies ferdyferandi jokowi mohmahfudmd listyosigitp soal udah di tangkap atau belum itu masalah lain kak ini persoalnya apa yg di bilang sama si kapolres itu"
"922","dahnilanzar tinggal putihin rambut pak ud sesuai dgn kriteria jokowi"
"923","ferdyferandi jokowi mohmahfudmd listyosigitp pak kapolres cianjur anda ndak malu sama pak kapolri listyosigitp to ndak malu sama pangkat anda itu yang biji di kerah masak sama ormas cianjur udik aja keder"
"924","abuwaras elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"925","alisyarief alisyarief kamu beli hp kan cuma bilang mrk iphone versi g bilang kan kalau hp ada prosesor ram rom dan spek teknis lainya sama pak jokowi cuma bilang berambut putih tp akan panjang kalau suruh cerita speknya kamu gobloh ali syariefgoblog permanen"
"926","zamheidi miduk dan relawan ini jahat sekali ada ibu teman saya di bandung itu cuma diajak ke jkt katanya ada pengajian eeehh ternyata diarahkan masuk ke gbk dan bukan pengajian tp acara ketemu jokowi yaaa mbok saat ngajak itu terus terang aja kalo mau ketemu jokowi ini kan nipu org"
"927","indonesia semakin membaik terimakasih pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"928","pandji panji makin tua makin gak lakuya mau gak mau nyinyirin jokowi karna jokowi gak respek sama wan kelebihan bayar"
"929","alfkey nah itu lah yg skrg lagi rame mahasiswa dan rakyat pada demoin soal penghinaan presiden dll otak kau kemana itu uu baru yg dibikin jokowi"
"930","jokowi batal membuka munas kahmi karena ada anies baswedan "
"931","dibalik sukses acara temu kangen relawan jokowi di gbk adalah rans aa raffi ahmad untuk mendatangkan orang yang diakui sebagai relawan jokowi ini dengan cara menipu yaitu dalam undangan disebutkan bahwa acara tersebut adalah halaqah alias pengajian bersama para ulama "
"932","jokowi asal mangap"
"933","boediantar elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"934","ekowboy hanya orang syirik n panik yg heran jokowi masih di cintai dan akan terus dicintai jokowers n ahokerstemu relawan kog sudzon "
"935","video usai acara relawan jokowi total ton sampah kotori gbk "
"936","rockygerungrg abuwaras jadi dia jokowi atau presiden dananya pakai apbn atau kocek pribadi kok namanya relawan jokowi tujuan acaranya apa manfaatnya apa"
"937","jokowi idihhh wi wi"
"938","malam minggu tadi rambut mimin basah karna mimpi makan sama ed sheeran dan redvelvet di surabaya dikasih uang m sama kookie apadaya cuma mimpi nasib jadi birojomblo memang jodohditanganantono dahlah kita simak nasihat jokowi aja airlanggahartarto golkarindonesia "
"939","tanmarm elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"940","alfkey mastr alifiqra tifsembiring jokowi aplikasikan ke tuntutan periode dan tuntutan presiden turun"
"941","alisyarief bisa seramai ini kalo bkn jokowi terus siapa "
"942","dwiirawansanto helmifelis saya kira wajar saja klo pak jokowi ini tdk hadir di acara munas kahmi di palu karena beliau tdk mau melihat mukanya si wan aibon anus bas edan ini"
"943","tnial "
"944","rictulus sindonews yg ada nmalah ngabisin duit miliar "
"945","baiou olvaholvah jokowi nangis aja lu dipojokan sambil gigit kancing baju ndrun   "
"946","olvaholvah jokowi susah jawabnya"
"947","nakhodat helmifelis jokowi wih berapa duit tu duit dari mana yak"
"948","jayak putridrupadi maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"949","presiden republik indonesia jokowi tampak bolakbalik untuk memberikan kodekode terkait dengan pemilihan presiden pada tahun mendatang "
"950","alfkey mastr alifiqra tifsembiring jokowi gini lo abang pintar aku minta makan tempe jancok sekasarnya yang diminta sesuatu yang legal sayang aku ingin menikmati kokain ini bersamamu di loteng rumahmu apakah kamu mau memberikan aku kokain ini selembutnya yang diminta adalah sesuatu yg ilegal"
"951","masyarakat sangat mendukung kinerja program kerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"952","alvinlie jokowi ini yg dimaksud jokowu periode siapa yg lebih mikirin rakyatnya "
"953","aprilialin lo pada terima sembako dari jokowi misal nihh trus goodiebag lo buang trus harus mencak geto kalo mmg mau dokumentasi mahh umat islam gak perlu dokumentasi kalo perlu tangan kiri nya gak usah tahu itu umat islam paham kalian"
"954","ada baiknya pak jokowi buat partai terus usung si rambut putih kan enak klu begini nasdem pksejahtera pdemokrat pdiperjuanganp puanmaharaniri "
"955","candrasmara bukannya relawan jokowi pulang di sangu amplop walaupun disunat"
"956","rata pembenci pak jokowi itu kuntetpantes eror krn otak sm pantatnya dekat"
"957","cnnindonesia elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"958","hasyas mihrabku jokowi sontoloyo"
"959","sofianbrahmana annascim pokoke ga ada presiden selain jokowi dan soekarno paling merakyat"
"960","antaranews kalau mau bikin acara pak jokowi jangan bikin prank emak pengajian"
"961","helmifelis jokowi mau ketawa takut dosa"
"962","djokoadv elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"963","jokowi saya penderita stroke kemarin malam dapat bersilahturahmi dan berbagi dengan korban gempa di desa sukamanah kecamatan cugenang kab cianjur jawa barat korban gempa mengungsi di lahan pemakaman umum kuburan wakaf karena masih belum nyaman dan masih ada gempa susulan "
"964","syarman satriohendri antaranews kenapa bang hensat jadi katro urus siapa panitianya kaji dan nilai dong makna statement jokowi dr perspektif ilmu politik bang hensat ane lebih suka itu walau keras sekalipun"
"965","sekjen pdip hasto kristiyanto menanggapi pernyataan presiden jokowi soal memilih pemimpin yang berambut putih dan memiliki kerutan wajah "
"966","kompastv panggilan sejarah artinya lakonnya ganti bukan jokowi lagi sebentar lagi ki dalang tancep kayon"
"967","giliran dihujat dimanamana baru lah ngerasa dihujat "
"968","jokowi pilih pemimpin yang relawan nya mencintai kebersihan"
"969","restycayah jokowi dennysiregar dasar sampah "
"970","herytimur restycayah niluhdjelantik jokowi nanti hakim akan melihat mana koreng yg mateng dan sudah mateng"
"971","sudah bisa ditebak kalau acara ini akan menjadi gorengan lawan untuk politisi pdi perjuangan tk perlu ikut genit gitu ingat kesuksesan pdi perjuangan tk bisa lepas dr faktor jokowi dan ganjar p kalau repdem tk asing lagi apapun yg dijalankan pakde jls dilwn kan dia oon "
"972","prabowo jokowi prabowo jokowi sby "
"973","jokowi dorong perkuat kolaborasi aseanpbb demi perdamaian kawasan dan dunia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"974","karinbahary tuanfreed miduk oh kuburan jokowi ya "
"975","chusnulch berjuang lah nul mengatas nama kan kbaikan trus yang nerima langsung klaim relawan ganjar atau dukung ganjar kayak jokowi undang sana sini trus klaim relawan jangan mau kalah nul berjuangkah sampai stres"
"976","wagimandeep reskrimsusbali poldabali mudos lama pembenci jokowi kalau dah kena ciduk ya kayak anak ayam kehilangan induknya suuuu"
"977","abuwaras kalian yg semakin kepanasan gak bisa jawab teka teki manuper politik mega dan jokowi"
"978","jeffryiskanda loveagever jokowi bahahaha dia kadrun juga ternyata "
"979","bachrumachmadi org goblok msh aja tkt sm pak jokowi jelas jokowi gk bs nyapres lg"
