"","klasifikasi","score","text"
"715","Negatif",-5,"nuraini ridwannukasep nugrazee detikcom kok jd sby jokowi padahal gw reply perihal jalan depan rumah ya gw jelasin diaspal di era sby kok kalian panas emang jokowi ngaspal pake duit sendiri bangun tol duit sendiri kok seakan akan didewakan sekali tolong otak dipakai ya"
"716","Negatif",-2,"egk salah tapi egk benar juga jdi gimana ya apa aku pilih jokowi aja "
"717","Negatif",-2,"jaganegeriku tvonenews yaqutcqoumas pak kiyaimarufamin pak jokowi tuh ada yg nyindir kalian demi jabatan dan kekekuasaan semu makin banyak pejabat yg tdk punya malu memperlihatkan sikap standar ganda prabowo pbnu gusdurians gusmusgusmu cttndmkrs fahrihamzah ramlirizal airlanggahrt matanajwa"
"718","Netral",0,"presiden jokowi ajak semua pihak bersama menangani krisis dan menegakkan keadilan konstitusional jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"719","Negatif",-5,"samuderaestu jokowi memalukan ga ada sense nya korban gempa lebih jiwa masih berduka disini bergembira copras capres hanya takut bayangan "
"720","Netral",0,"betul pak hal yg seperti sangat sangat harus di hindari yg hanya memanfaatkan utk kepentingan politik nusantarabersatu jokowi gbk indonesiamaju ars "
"721","Negatif",-1,"pak jokowi mohon perhatiannya utk tunas bangsa ini arogansi pemda harus dihentikan demi keberlangsungan pendidikan tunas bangsa "
"722","Negatif",-1,"ditipu jd jokowi troops  "
"723","Positif",1,"getarannusa ridwana maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"724","Negatif",-1,"jokowi batal membuka munas kahmi karena ada anies baswedan portal islam "
"725","Negatif",-1,"presiden jokowi terungkap menyatakan menteri bumn erickthohir sebagai cawapres di pemilihan presiden pilpres orang nomor satu di indonesia itu mengatakan siapapun calon presiden capres nanti erick thohir menjadi pendamping yang sangat potensial bangkitbersamaet "
"726","Netral",0,"panca pokok pak jokowi presiden terhebat sepanjang sejarah manusia dunia alam semesta dan seluruh isinya debat no valid salam  periode"
"727","Positif",2,"detikcom harusnya arsjad rasjid amp aminuddin maruf ijin dulu ke pdip krn partai punya mekanisme thd petugas partai nya jgn main bajak aja di struktur partai tdk ada yg namanya relawan jokowiini sdh melangkahi wewenang ketua umum pdip"
"728","Netral",0,"alvinlie jokowi akankah ada korban dari intrik politik jelang purna tugas "
"729","Negatif",-1,"lambegambleh hukumdan nih bong kelakuan jokowi sangat jorok nih bung ntar jokowi kena koreng lg "
"730","Positif",1,"helmifelis jokowi terus apa yg anda lakukan wahai onta"
"731","Positif",1,"ini nyindir anies yg kebanyakan duduk di kantor sehingga perutnya semakin gemuk "
"732","Negatif",-1,"jokowi yg jelas bukan anda juga bukan pilihan anda om"
"733","Netral",0,"viral gegara hadir di acara relawannya di gbk martabat jokowi sebagai presiden jadi rendah "
"734","Netral",0,"relawananies disaat cianjur berduka sibuk copras capres tidak bermanfaat buat warga beda dg jokowi gbk penuh panjatkan doa dan galang bantuan bye nasdrun nasdrungurem"
"735","Positif",2,"indonesia semakin maju di era presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"736","Netral",0,"ferdyferandi jokowi mohmahfudmd listyosigitp apa apa di negara ini jadi riweuh apa apa jadi masalah ribet amat hidup di indonesia"
"737","Negatif",-1,"mocangtian irengmaulana jokowi mohon diteliti cuitanya divhumaspolri dan ccicpolri ini masuk dalam makar atau tidak"
"738","Netral",0,"ganjar pamer warna rambut baru usai jokowi singgung pemimpin berambut putih "
"739","Negatif",-1,"dnprxx siaranbolalive itu sampah hasil dari acara relawan jokowi"
"740","Positif",2,"infosuporterid gak usah sok nusantara bilang aja terus terang kampanyenya jokowi mendukung ganjar"
"741","Positif",1,"jokowi hebat membangun negeri jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"742","Netral",0,"ferdyferandi jokowi mohmahfudmd listyosigitp pak listyosigitp pak mohmahfudmd"
"743","Negatif",-2,"keuangannewsid sebagai informasi saya bukan pendukung jokowi ada banyak kebijakan jokowi yg saya tidak suka seperti pembangunan kereta cepat jakarta bandung pemindahan ibukota dll tujuan dari twit ini hanya untuk mempertanyakan kebenaran berita saja"
"744","Negatif",-3,"itsurboihyl mastr alifiqra tifsembiring jokowi analogi elu analogi ga nyambung elu pikir demo di jalan bentuk demokrasi legal  demo tuh ke dpr yg sering dilakuin mahasewa"
"745","Negatif",-1,"dvilicious jokowi kompolnasri ganti pake baju apa yg cocok"
"746","Negatif",-1,"getarannusa putridrupadi maryshelparaiso masyarakat ber terimakasih kepada presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"747","Negatif",-1,"radaimond inoe jokowi buang di tempat sampah goblog"
"748","Negatif",-1,"heryidris hukumdan nih bong kelakuan si jokowi sangat jorok nih bong ntar si jokowi korengan lg nih bong "
"749","Netral",0,"democrazymedia pecatan takut jokowi periode nyantai bung jlokowi dan pemerintah statement sesuai uud periode"
"750","Negatif",-2,"jokowi pak mau curhat dikit mamah aku udah gedeg sama pemerintah kampungdari dulu suka minta minta ktp sama kkdipotoin rumah sering bangetterakhir minta ktp sama kk katanya ada bantuan disononya ada daptaran tapi kagak ada orangnyatolong di cek ada kagak dari keluargaku yg tercatat"
"751","Positif",2,"tirtoid harusnya arsjad rasjid amp aminuddin maruf ijin dulu ke pdip krn partai punya mekanisme thd petugas partai nya jgn main bajak aja di struktur partai tdk ada yg namanya relawan jokowiini sdh melangkahi wewenang ketua umum pdip"
"752","Negatif",-1,"satgas pmi projo serahkan bantuan kedua kepada korban gempa di cianjur projo jokowi prayforcianjur "
"753","Positif",1,"estiupay yusufdumdum ini berhasil kok acaranya media mainstream tidak memberitakan pembohongan ini yg di up cuma ribuan relawan jokowi di kampung saya yg sampe beritanya adalah ada acara dihadiri ribuan orang pendukung jokowi tinggal gimana caranya bikin kondisi seolah butuh periode"
"754","Negatif",-1,"rambut putih calon pemimpin disentil jokowi ini penyebab uban "
"755","Netral",0,"jokowi itu congkak awal jadi presiden tahun suciwati dkk tereak usut munir yang tertangkap di penerawangan rakyat itu begini yang penting saya sudah jadi presiden bodo amat kalian tereak rakyatlebihcintaanies rakyatlebihcintaanies"
"756","Positif",1,"tempodotco oh settingan kadrun yang ketinggalan jaman nyuruh kadrun ke acara jokowi terus pura kecewa terus ah sudah lah trick jaman kuda masih dipake terus teriak ibu pengajian lah emag ibu pengajian ga boleh ada yg dukung jokowi getoh "
"757","Negatif",-1,"alisyarief gak aneh kok kepada sambo pun harus dipaksa presiden jokowi polhukamri mohmahfudmd amp tekanan masyarakat luas khoirudin laodemsyarif syarman andrewenas"
"758","Positif",2,"kumparan harusnya arsjad rasjid amp aminuddin maruf ijin dulu ke pdip krn partai punya mekanisme thd petugas partai nya jgn main bajak aja di struktur partai tdk ada yg namanya relawan jokowiini sdh melangkahi wewenang ketua umum pdip"
"759","Netral",0,"purham sarmin niluhdjelantik jokowi oalah itu pak anies kirain roy marten "
"760","Negatif",-2,"ferdyferandi jokowi mohmahfudmd listyosigitp copot negara tidak boleh kalah dari kelompok intoleran bisa jadi preseden jika dibiarkan nkri pancasila bhinneka tunggal ika harga mati proses hukum itu ormas"
"761","Positif",1,"jokowi berhasil dengan program pemulihan ekonomi nasional termasuk jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"762","Netral",0,"presiden jokowi memajukan perekonomian termasuk jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"763","Negatif",-2,"mari sama sama kita dukung kebijakan presiden jokowi untuk indonesia maju dan sejahtera jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"764","Netral",0,"presiden jokowi adalah presiden yang menjunjung nilainilai kebhinekaan jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"765","Netral",0,"kita warga bisa saling mendukung pembangunan dengan pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"766","Positif",1,"sudah terbukti presiden jokowi banyak prestasi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"767","Positif",1,"kinerja jokowi tidak perlu diragukan lagi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"768","Positif",1,"mendukung kesejahteraan bisa terwujud asalkan kita bersama pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"769","Netral",0,"presiden jokowi menjadikan indonesia lebih baik dan maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"770","Positif",1,"daftar keberhasilan pak jokowi dalam bidang infrastruktur termasuk jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"771","Netral",0,"kebijakan presiden jokowi terbukti mampu meningkatkan kualitas sdm tanah air jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"772","Positif",1,"kita bangga di pimpin pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"773","Netral",0,"pemerintah presiden jokowi banyak kebijakan yang menyejahterakan rakyat jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"774","Netral",0,"presiden jokowi membangun indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"775","Positif",2,"kemajuan bisa tercipta dengan kebersamaan warga dukung pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"776","Positif",2,"asyik kebijakan presiden jokowi keren jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"777","Netral",0,"masyarakat apresiasi kinerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"778","Positif",1,"mendukung pak jokowi karenanya ekonomi indonesia tumbuh diatas persen jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"779","Negatif",-1,"kerja keras dan bukti nyata kinerja pak jokowi di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"780","Positif",2,"keberhasilan pak jokowi dalam pemulihan ekonomi nasional da jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"781","Netral",0,"jokowi hebat dimata masyarakat jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"782","Positif",1,"kebijakan presiden jokowi adalah yang terbaik untuk bangsa indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"783","Negatif",-3,"presiden jokowi dikagumi masyarakat karena beliau sosok sederhana dan berprestasi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"784","Positif",2,"mantab pak jokowi terbukti bekerja bukan cuma janji apalagi di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"785","Netral",0,"ayo kita dukung kebijakan presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"786","Netral",0,"kerja nyata presiden jokowi dalam membangun infrastruktur di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"787","Netral",0,"bapak jokowi sudah selalu dihati warga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"788","Negatif",-1,"pembangunan infrastruktur di era pak jokowi terbukti dan bukan janji terbukti di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"789","Netral",0,"masyarakat sangat bangga dengan pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"790","Netral",0,"nirmala jokowi relawan buzzerrp kali"
"791","Negatif",-4,"kisahrumit ferdyferandi jokowi mohmahfudmd listyosigitp jangan termakan berita hoax kak aku sudah mencantumkan isi beritanya di gambar tapi kok masih gak ngerti nih aku kasih lagi ya biar lebih paham indonesiadaruratmembaca "
"792","Positif",4,"kakekhalal anies adlh contoh pemimpin yg rendah hati amp mau melakukan kebaikan utk berbagi kebahagiaan aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah"
"793","Netral",0,"andisinulingga jokowi apalagi yg ini ngimpiiiii "
"794","Negatif",-2,"hukumdan ya rezim jokowi kan suka koreng anda jorok ga memang di rezim jokowi itu sangat jorok "
"795","Negatif",-1,"dwiirawansanto dgn kata lain jokowi kena mental ya mereka memilih anies jokowga ada harganya di mata mereka "
"796","Netral",0,"nganjukboys mas jokowi diomongin nih mas"
"797","Positif",1,"maryshelparaiso itu semua berkat kinerja pak jokowi yang sangat baik masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"798","Negatif",-4,"chusnulch jokowi kerjaannya pencitraan kumpul ribuan orang untuk kampanye mendukung boneka oligarki baruhabisin uang milyar undang peserta dgn alasan doa istigosha dikasih makan transport dan uang ribu bicara klo rambut putih dan kerutan diwajah pemimpin yg sibuk urus rakyat cebong"
"799","Negatif",-1,"detikcom jokowi dijebak relawan kol bisa wkwkw gimana ceritanya kalo dijebak ama intelijen asing tuh "
"800","Netral",0,"apa ini banyak kerutan yg di maksut pak jokowi  "
"801","Negatif",-2,"ridwandasitisar jokowi hati keadaan makin tambah susah"
"802","Positif",1,"jokowi ke cianjur melihat kondisi pasca gempa jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"803","Positif",1,"hengweeyirs mantap gabung jokowi indonesia maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"804","Positif",1,"restycayah niluhdjelantik jokowi cie dipanggil sayang wkwkwkwkwk"
"805","Netral",0,"hukumdan hahahaha kemaren bilangnya ahok politik identitas sekarang pak jokowi besok siapa lagi y"
"806","Positif",1,"mdyasmara elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"807","Netral",0,"berhasil dan sukses kalau ditangani pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"808","Netral",0,"imrannah ssssenoooo xhinjinakano siaranbolalive dulu acara pas udah selesai rapi bersihkemarin muktamar muhammadiyah di solo sama pas udah selesai rapi bersihini acara di gbk relawan jokowi capur capur didominasi orang ormas ijo"
"809","Positif",1,"kawananraja jokowi kompolnasri mana kapolri knp tidak di copot kapolres nya hadeh masa polisi jiper sm ormas"
"810","Positif",1,"bachrumachmadi bangga dong jokowi always the best"
"811","Negatif",-7,"wedhee teddgus aniesbaswedan gua gak pernah hujat jokowi nyet mana ada tweetan gua hujat jokowi atau ganjar gua fokus sma anies doang tuh"
"812","Negatif",-1,"cnnindonesia ya di rezim jokowi sangatlah jorok membawa koreng di badan jokowi nih "
"813","Positif",1,"gerakan nusantara bersatu dibawah jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"814","Positif",1,"drevachaniago elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"815","Negatif",-2,"itsurboihyl mastr alifiqra tifsembiring jokowi gini lohh orang sok pintar pemerintah punya kuasa represif buat tangkep demo turunin presiden dan itu dilakuin suharto kalo elu udah lahir pasti tau dgn alasan makar kalo yg minta periode rakyat harus ditakutin uu"
"816","Netral",0,"kian dielukan jadi next jokowi barisan loyalis anies baswedan disorot tajam terbukti mereka itu "
"817","Negatif",-4,"niluhdjelantik tuh sampah nasi kotak di gbk berserakan dan itu nasi buat relawan jokowi kasian sekali"
"818","Negatif",-2,"tifsembiring yang melawan konstitusi demo teriak teriak jokowi mundur"
"819","Negatif",-1,"muhammademha bukan relawan relawannya cuma seupilyg banyak peserta mrasa dibohongi diajak acara pengajian tp ternyata tdk ada pengajian kecewanya peserta acara relawan jokowi di gbk katanya mau shalawat qubro ternyata enggak ada ibu pengajian merasa dibohongi "
"820","Netral",0,"mestinya belajar kepada peserta aksi dan fans jepang di pildun qatar jokowi dennysiregar gunromli miduk "
"821","Positif",3,"soal agenda nusantara bersatu hasto anggap elite sukarelawan manfaatkan kebaikan jokowi hasto "
"822","Negatif",-1,"ampasstt iskandarv vivacoid hahaiiiii yg goblok aku tau kamu kalau di teruskan bukan hasil jokowi kalau di teruskan jokowi yg goblok kamu bilang pumtar pangkat kamu apa siapa yg goblok kamu atau jokowi kalau peresiden di anghap goblok mbahmu jadi kuli panggul kamu anggap punter gitu hahaiiiii ngaca oi"
"823","Negatif",-2,"heboh netizen protes gelora bung karno di gunakan relawan jokowi "
"824","Negatif",-1,"hasbillbs harusnya mahkamah partai yg bicara bukan sekjen partai di duga unsur kader partai terlibat di dalam pengerahan relawan ke gbk yg juga sekaligus petugas presiden berani kaga panggil jokowi playing victim kalau kaga berani"
"825","Negatif",-1,"pengerahan masa bayaran hasil pulang setelah kena pajak dan tiket masuk gbk disunat juga jatah bayaran mereka jokowi memalukan yg kemarin satu orang dapat seratus ribu itu sepertinya yg diperlihatkan lembar ribuan berarti cuma ribu betul dipotong disunat "
"826","Netral",0,"ervinepin coba hubungin bobrayz di cek apakah sampean calon presiden yg di bilang bpk jokowi"
"827","Positif",1,"rantajawi maryshelparaiso kebijakan presiden jokowi kami bangga dengan pak dhe jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"828","Negatif",-3,"rickyne satriohendri antaranews betul pa jokowi sdh datang ke cianjur tapi bkn berarti sdh selesai derita masyarakat cianjur apakah tdk bisa menahan diri sebulan gitu untuk membuat atau menghadiri acara yg sipatnya pesta"
"829","Netral",0,"yothok kasihan prabowo kena prank jokowi "
"830","Negatif",-2,"kangl kadrun itudak ada relawan jokowi logikanya jokowi tidak nyapressa sudah presiden periode tar lg pak de statement akan istirahat disolotidak masuk akaldrunnpolitik busuk ni namanya"
"831","Positif",1,"ekowboy elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"832","Netral",0,"pizzastrwbery jokowi kl pendukung beneran jelas itu bukan kritik tapi ke bodohan udah ber kali pakde bicara ngak mau untuk periodemasak bisa ngak tau"
"833","Positif",1,"koperasi itu dari anggota oleh anggota dan untuk anggota jangan sampai dilemahkan apalagi bisa sampai dimatikan tolakojkdikoperasi jokowi kemenkopukm kemenkeuri dprri "
"834","Negatif",-1,"jokowi pak itu orang udah pada dewasa pak gak usah diajarin milih presiden itu hak dan keputusan mereka masing"
"835","Negatif",-3,"msaiddidu sebenarnya jokowi ga ambisi periode tapi ketakutan klo dia turun pdip dan pendukungnya akan punah"
"836","Negatif",-1,"helmifelis jokowi banyak duwit dong lalu duwit kamu ya "
"837","Negatif",-1,"mantap jokowi disuntik booster kedua dengan vaksin indovac produksi dalam negeri jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"838","Netral",0,"andisinulingga jokowi dia tidak membicarakan apa yg dia tidak punya kompetensi"
"839","Positif",2,"bangga presiden jokowi berpengaruh di kancah internasional jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"840","Netral",0,"totopethul nusantaraone trnyata direzim jokowi sangat jorok bgt nih "
"841","Netral",0,"lsasahi akangpendi angedespoir tvonenews pdahal jokowi mau purna tugas tapi sebab punya anak mantu menjabat jadi mau nambah periode ga jadi jadi mau mewariskan jabatan ini sdh main massa tinggal jokowi datang ke mega suruh tanda tangan keinginannya beres ga usah buang duit"
"842","Positif",1,"setuju apa yang sudah dilakukan semoga nantinya diteruskan dengan baik amp benar semangat untuk indonesia lebih maju nusantarabersatu gbk jokowi arsjadrasjid indonesiamaju "
"843","Negatif",-1,"mantap jokowi peduli dengan guru jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"844","Netral",0,"ariefrohman jokowi ganjarpranowo sandiuno kemenparekraf disporaparjtg visitjawatengah dari blora untuk indonesia"
"845","Negatif",-2,"paltiwest berarti jokowi nyuekin rakyat rambutnya msh hitam tuh paltiwest jokowi rambutnya sdh putih semua tp dicat twitzen berarti mikirin rakyatnya pencitraan dunk"
"846","Negatif",-4,"alfkey aksi yg di gbk itu aja juga sangat keterlaluan mengganggu ruang umum demi acara pribadi dan acara tsb berupa acara politik yg sebenernya seorang presiden itu ga boleh bikin acara politik kyk gitu apalagi klo seputar jokowi minta periode inalillahi otak kemana"
"847","Negatif",-1,"restycayah jokowi dennysiregar biarkan si kuning mengambang jang ntar juga nganyut sendiri"
"848","Negatif",-3,"hasto sekjen pdip berpikir negatif kurang mampu melihat sisi positif acara relawan jokowi yang deklarasi manut kepada jokowi "
"849","Negatif",-3,"cinta palsu relawan palsu pendukung palsu awasi terus gerombolan penipu ini terkuak ratusan ribu orang di gbk ternyata bukan relawan jokowi asli tapi ada mobilisasi massa dari daerah "
"850","Netral",0,"nusantaraone ternyata rezim jokowi sangat jorok bgt nih "
"851","Positif",1,"apresiasi pak jokowi papuayouthcreativehub "
"852","Negatif",-1,"eits kaya pernah ada didemo tapi didalem istana sapaaa yak "
"853","Negatif",-8,"kompascom acara miliar cuma hasil sampah dan nyanyi joget sementara indonesia sdg berduka dg musibah di cianjur banyak korban dan masih banyak yg belum ditemukan ngga ada empatinya mati rasa  "
"854","Negatif",-2,"jokowi indonesia ini penduduknya lebih dari juta klo setengahnya d tipu dan d bohongi gpp laheh"
"855","Negatif",-5,"officialinewstv harus nya ts jokowi prihatin dgn kondisi cianjur yg terkena gempa dan kumpul membantu bhkan saat ini pun msh byk rakyat yg tertimbun nggu pertolongan ehhh ts jokowi bukan nya bantu tapi malah kumpul di gbk bersama buzzerp ahok dan buzzer ganjar ngejar ambisi politik"
"856","Positif",2,"sobatanies partaisocmed jokowi g ada angin g ada hujan g ada es krim g ada es teh eh di blokir sama memed "
"857","Netral",0,"bentuk apresiasi atas hasil kerja pemerintah di tahun ini kemkominfo mengadakan malam anugerah media humas terkait dengan komunikasi publik perhelatan presidensi g indonesia jokowi platejohnny "
"858","Negatif",-3,"jokowi ga malu pak yg komen kok banyak negatifnya klo relawan sih cuek aja ga mikir pak abis njabat gmna semoga ga ditinggal relawan bapak"
"859","Netral",0,"yonzlp jokowi njiih"
"860","Positif",1,"oposisicerdas elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"861","Positif",1,"papuayouthcreativehub buktikepedilian presiden jokowi kepada masa depan bangsa "
"862","Negatif",-1,"pencerah real bgt kalau ini pak jokowi aja beberapa tahun udah bisa ngurangin utang negarabisa bangun infrastruktur apalagi negara ini habis menghadapi masalah pandemi covid "
"863","Netral",0,"rambutnya gk putih hmmm faham sekarang "
"864","Netral",0,"wahyswahyudin jokowi astagfirullah nauzubillahiminzalik "
"865","Negatif",-2,"jokowi singgung rambut putih anies langsung pamer tukang cukur langganannya "
"866","Netral",0,"kan doi pengen jadi ahh sudahlah "
"867","Positif",1,"rantajawi maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"868","Netral",0,"widwira khnotodiputro airinairinnz jokowi wagimandeep mdyasmara cling seger gituh chubby "
"869","Positif",1,"dvilicious jokowi kompolnasri siap kaka"
"870","Netral",0,"ferdyferandi jokowi mohmahfudmd listyosigitp wkwkwkwkdoyan tendane ra doyan tulisane"
"871","Positif",1,"berbagi peran drama tah satu mencela satu lagi mendukung satu lagi pura beda lagi kritik keras acara relawan di gbk politikus pdip pak jokowi dijebak "
"872","Positif",1,"novitanay bradharizz jokowi lah sampai ke solo juga kok mas "
"873","Netral",0,"jokowi maaf pak presiden masih banyak warga yg tidak sadar akan keberagaman indonesia"
"874","Negatif",-2,"geloraco tapi jokowi seneng dan bahagia lo toh dia hadir di acara itu ngasih kisi calon presiden yg mikirin rakyat lagi "
"875","Netral",0,"masyarakat apresiasi kinerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"876","Netral",0,"awemany dijebak emang protokolnya jokowi kemana"
"877","Negatif",-2,"jokowi semoga sehat sekalu dan dalam lindungan allah swa pak presiden jokowi dan keluarga amin"
"878","Negatif",-1,"tita pak jokowi sudah memberikan contoh jika nantinya gelora bung karno bisa dipakai relawan anies "
"879","Positif",1,"sekjen pdip sentil ring satu jokowi soal acara relawan di gbk "
"880","Netral",0,"herusnd kbenaranhakiki uyokback jokowi belajar baca dulu sono"
